
=== TestCase10 case10\success\basic-2 Success execution 1 ===
{traceId=44bd558a9fe74dae, spanId=44bd558a9fe74dae, hostName=ts-click-twice, srcName=null, src=null, host=ts-click-twice, clock={"ts-click-twice":1}, event=ts-click-twice.ClickController.clickTwice, type=sr, parentId=, timestamp=1516935410474000, }
{traceId=44bd558a9fe74dae, spanId=ad0d817f6438dd68, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":21,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=f0b5f29a32e99041, timestamp=1516935410850000, }
{traceId=44bd558a9fe74dae, spanId=57c0d3f5522b59d3, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=ad0d817f6438dd68, timestamp=1516935410851000, }
{traceId=44bd558a9fe74dae, spanId=57c0d3f5522b59d3, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":33,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=ad0d817f6438dd68, timestamp=1516935410852000, }
{traceId=44bd558a9fe74dae, spanId=34dbc1dce426468c, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":34,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=57c0d3f5522b59d3, timestamp=1516935410853000, }
{traceId=44bd558a9fe74dae, spanId=34dbc1dce426468c, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":34,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":17,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=57c0d3f5522b59d3, timestamp=1516935410854000, }
{traceId=44bd558a9fe74dae, spanId=34dbc1dce426468c, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":34,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=57c0d3f5522b59d3, timestamp=1516935410857000, }
{traceId=44bd558a9fe74dae, spanId=34dbc1dce426468c, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":35,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=57c0d3f5522b59d3, timestamp=1516935410858000, }
{traceId=44bd558a9fe74dae, spanId=57c0d3f5522b59d3, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=ad0d817f6438dd68, timestamp=1516935410860000, }
{traceId=44bd558a9fe74dae, spanId=57c0d3f5522b59d3, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":23,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=ad0d817f6438dd68, timestamp=1516935410861000, }
{traceId=44bd558a9fe74dae, spanId=ad0d817f6438dd68, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":24,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=f0b5f29a32e99041, timestamp=1516935410862000, }
{traceId=44bd558a9fe74dae, spanId=ad0d817f6438dd68, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":17,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":24,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=f0b5f29a32e99041, timestamp=1516935410863500, }
{traceId=44bd558a9fe74dae, spanId=374c3d7960e21ac9, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":24,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=f0b5f29a32e99041, timestamp=1516935410864500, }
{traceId=44bd558a9fe74dae, spanId=374c3d7960e21ac9, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":25,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=f0b5f29a32e99041, timestamp=1516935410865500, }
{traceId=44bd558a9fe74dae, spanId=4b73907a2d3312f0, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=374c3d7960e21ac9, timestamp=1516935410866500, }
{traceId=44bd558a9fe74dae, spanId=4b73907a2d3312f0, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":37,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=374c3d7960e21ac9, timestamp=1516935410868000, }
{traceId=44bd558a9fe74dae, spanId=0326eddf9e4e35d2, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":38,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=4b73907a2d3312f0, timestamp=1516935410870000, }
{traceId=44bd558a9fe74dae, spanId=0326eddf9e4e35d2, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":38,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":19,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=4b73907a2d3312f0, timestamp=1516935410871000, }
{traceId=44bd558a9fe74dae, spanId=0326eddf9e4e35d2, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":38,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=4b73907a2d3312f0, timestamp=1516935410874000, }
{traceId=44bd558a9fe74dae, spanId=0326eddf9e4e35d2, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":39,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=4b73907a2d3312f0, timestamp=1516935410875000, }
{traceId=44bd558a9fe74dae, spanId=4b73907a2d3312f0, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=374c3d7960e21ac9, timestamp=1516935410876000, }
{traceId=44bd558a9fe74dae, spanId=4b73907a2d3312f0, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":27,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=374c3d7960e21ac9, timestamp=1516935410877500, }
{traceId=44bd558a9fe74dae, spanId=374c3d7960e21ac9, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=f0b5f29a32e99041, timestamp=1516935410878500, }
{traceId=44bd558a9fe74dae, spanId=374c3d7960e21ac9, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":19,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=f0b5f29a32e99041, timestamp=1516935410879500, }
{traceId=44bd558a9fe74dae, spanId=bb307adc9244e2e0, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":20,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=f0b5f29a32e99041, timestamp=1516935410880500, }
{traceId=44bd558a9fe74dae, spanId=bb307adc9244e2e0, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":20,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":1,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=sr, parentId=f0b5f29a32e99041, timestamp=1516935410883500, }
{traceId=44bd558a9fe74dae, spanId=376ee97d22eb79f1, hostName=ts-seat-service, destName=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":20,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=bb307adc9244e2e0, timestamp=1516935410885500, }
{traceId=44bd558a9fe74dae, spanId=376ee97d22eb79f1, hostName=ts-travel-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":21,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getRouteByTripId, type=sr, parentId=bb307adc9244e2e0, timestamp=1516935410886500, }
{traceId=44bd558a9fe74dae, spanId=260fcf945b0dc9b5, hostName=ts-travel-service, destName=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":22,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-route-service, event=ts-travel-service.TravelController.getRouteByTripId, type=cs, parentId=376ee97d22eb79f1, timestamp=1516935410889500, }
{traceId=44bd558a9fe74dae, spanId=260fcf945b0dc9b5, hostName=ts-route-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":22,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":5,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-route-service.RouteController.queryById, type=sr, parentId=376ee97d22eb79f1, timestamp=1516935410890500, }
{traceId=44bd558a9fe74dae, spanId=260fcf945b0dc9b5, hostName=ts-route-service, destName=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":22,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=376ee97d22eb79f1, timestamp=1516935410893500, }
{traceId=44bd558a9fe74dae, spanId=260fcf945b0dc9b5, hostName=ts-travel-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":23,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getRouteByTripId, type=cr, parentId=376ee97d22eb79f1, timestamp=1516935410894500, }
{traceId=44bd558a9fe74dae, spanId=376ee97d22eb79f1, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-travel-service.TravelController.getRouteByTripId, type=ss, parentId=bb307adc9244e2e0, timestamp=1516935410895500, }
{traceId=44bd558a9fe74dae, spanId=376ee97d22eb79f1, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":3,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=bb307adc9244e2e0, timestamp=1516935410896500, }
{traceId=44bd558a9fe74dae, spanId=33b09b519c5d5684, hostName=ts-seat-service, destName=ts-order-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":4,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-order-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=bb307adc9244e2e0, timestamp=1516935410898500, }
{traceId=44bd558a9fe74dae, spanId=33b09b519c5d5684, hostName=ts-order-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-order-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":4,"ts-order-service":5,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-order-service.OrderController.getTicketListByDateAndTripId, type=sr, parentId=bb307adc9244e2e0, timestamp=1516935410899500, }
{traceId=44bd558a9fe74dae, spanId=33b09b519c5d5684, hostName=ts-order-service, destName=ts-seat-service, host=ts-order-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":4,"ts-order-service":6,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-order-service.OrderController.getTicketListByDateAndTripId, type=ss, parentId=bb307adc9244e2e0, timestamp=1516935410904500, }
{traceId=44bd558a9fe74dae, spanId=33b09b519c5d5684, hostName=ts-seat-service, srcName=ts-order-service, src=ts-order-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":5,"ts-order-service":6,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=bb307adc9244e2e0, timestamp=1516935410905500, }
{traceId=44bd558a9fe74dae, spanId=73b26bd01e1e8950, hostName=ts-seat-service, destName=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":6,"ts-order-service":6,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=bb307adc9244e2e0, timestamp=1516935410906500, }
{traceId=44bd558a9fe74dae, spanId=73b26bd01e1e8950, hostName=ts-travel-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":25,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":6,"ts-order-service":6,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=sr, parentId=bb307adc9244e2e0, timestamp=1516935410907500, }
{traceId=44bd558a9fe74dae, spanId=50a2b7dfb06e073b, hostName=ts-travel-service, destName=ts-train-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":26,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":6,"ts-order-service":6,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-train-service, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=cs, parentId=73b26bd01e1e8950, timestamp=1516935410910500, }
{traceId=44bd558a9fe74dae, spanId=50a2b7dfb06e073b, hostName=ts-train-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-train-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":26,"ts-train-service":3,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":6,"ts-order-service":6,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-train-service.TrainController.retrieve, type=sr, parentId=73b26bd01e1e8950, timestamp=1516935410911500, }
{traceId=44bd558a9fe74dae, spanId=50a2b7dfb06e073b, hostName=ts-train-service, destName=ts-travel-service, host=ts-train-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":26,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":6,"ts-order-service":6,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-train-service.TrainController.retrieve, type=ss, parentId=73b26bd01e1e8950, timestamp=1516935410915500, }
{traceId=44bd558a9fe74dae, spanId=50a2b7dfb06e073b, hostName=ts-travel-service, srcName=ts-train-service, src=ts-train-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":27,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":6,"ts-order-service":6,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=cr, parentId=73b26bd01e1e8950, timestamp=1516935410916500, }
{traceId=44bd558a9fe74dae, spanId=73b26bd01e1e8950, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":28,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":6,"ts-order-service":6,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=ss, parentId=bb307adc9244e2e0, timestamp=1516935410917500, }
{traceId=44bd558a9fe74dae, spanId=73b26bd01e1e8950, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":28,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":7,"ts-order-service":6,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=bb307adc9244e2e0, timestamp=1516935410918500, }
