
=== TestCase4 case4\fail1\basic1 Fail execution 1 ===
{traceId=8002566c837ca58a, spanId=8002566c837ca58a, hostName=ts-travel2-service, srcName=null, src=null, host=ts-travel2-service, clock={"ts-travel2-service":1}, event=ts-travel2-service.Travel2Controller.query, type=sr, parentId=, timestamp=1517209604432000, }
{traceId=8002566c837ca58a, spanId=f18326f165cbe2d2, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-travel2-service":18,"ts-ticketinfo-service":27,"ts-price-service":2,"ts-train-service":2,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=fad74965b74fb5dc, timestamp=1517209604719500, }
{traceId=8002566c837ca58a, spanId=fad74965b74fb5dc, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-travel2-service":18,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=8002566c837ca58a, timestamp=1517209604720500, }
{traceId=8002566c837ca58a, spanId=fad74965b74fb5dc, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":19,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.query, type=cr, parentId=8002566c837ca58a, timestamp=1517209604722000, }
{traceId=8002566c837ca58a, spanId=1a25efaaef5e73b7, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":20,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.query, type=cs, parentId=8002566c837ca58a, timestamp=1517209604723000, }
{traceId=8002566c837ca58a, spanId=1a25efaaef5e73b7, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":20,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":1,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=sr, parentId=8002566c837ca58a, timestamp=1517209604729500, }
{traceId=8002566c837ca58a, spanId=1ac469f3c079eba9, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":20,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=1a25efaaef5e73b7, timestamp=1517209604731500, }
{traceId=8002566c837ca58a, spanId=1ac469f3c079eba9, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":21,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=sr, parentId=1a25efaaef5e73b7, timestamp=1517209604737500, }
{traceId=8002566c837ca58a, spanId=7e8f5fd2f773deab, hostName=ts-travel2-service, destName=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":22,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-route-service, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=cs, parentId=1ac469f3c079eba9, timestamp=1517209604741500, }
{traceId=8002566c837ca58a, spanId=7e8f5fd2f773deab, hostName=ts-route-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-travel2-service":22,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":5,"ts-order-other-service":2}, event=ts-route-service.RouteController.queryById, type=sr, parentId=1ac469f3c079eba9, timestamp=1517209604744000, }
{traceId=8002566c837ca58a, spanId=7e8f5fd2f773deab, hostName=ts-route-service, destName=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-travel2-service":22,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=1ac469f3c079eba9, timestamp=1517209604748000, }
{traceId=8002566c837ca58a, spanId=7e8f5fd2f773deab, hostName=ts-travel2-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":23,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=cr, parentId=1ac469f3c079eba9, timestamp=1517209604750500, }
{traceId=8002566c837ca58a, spanId=1ac469f3c079eba9, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=ss, parentId=1a25efaaef5e73b7, timestamp=1517209604751500, }
{traceId=8002566c837ca58a, spanId=1ac469f3c079eba9, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":3,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=1a25efaaef5e73b7, timestamp=1517209604757500, }
{traceId=8002566c837ca58a, spanId=c4b961a095b81a81, hostName=ts-seat-service, destName=ts-order-other-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":4,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":2}, dest=ts-order-other-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=1a25efaaef5e73b7, timestamp=1517209604759500, }
{traceId=8002566c837ca58a, spanId=c4b961a095b81a81, hostName=ts-order-other-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-order-other-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":4,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":3}, event=ts-order-other-service.OrderOtherController.getTicketListByDateAndTripId, type=sr, parentId=1a25efaaef5e73b7, timestamp=1517209604765000, }
{traceId=8002566c837ca58a, spanId=c4b961a095b81a81, hostName=ts-order-other-service, destName=ts-seat-service, host=ts-order-other-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":4,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-order-other-service.OrderOtherController.getTicketListByDateAndTripId, type=ss, parentId=1a25efaaef5e73b7, timestamp=1517209604770000, }
{traceId=8002566c837ca58a, spanId=c4b961a095b81a81, hostName=ts-seat-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":5,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=1a25efaaef5e73b7, timestamp=1517209604775500, }
{traceId=8002566c837ca58a, spanId=7af3836409bd2c60, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=1a25efaaef5e73b7, timestamp=1517209604776500, }
{traceId=8002566c837ca58a, spanId=7af3836409bd2c60, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":25,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=sr, parentId=1a25efaaef5e73b7, timestamp=1517209604778500, }
{traceId=8002566c837ca58a, spanId=b90fa00963750aac, hostName=ts-travel2-service, destName=ts-train-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":26,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-train-service, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=cs, parentId=7af3836409bd2c60, timestamp=1517209604782500, }
{traceId=8002566c837ca58a, spanId=b90fa00963750aac, hostName=ts-train-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-train-service, clock={"ts-basic-service":40,"ts-travel2-service":26,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":3,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-train-service.TrainController.retrieve, type=sr, parentId=7af3836409bd2c60, timestamp=1517209604789500, }
{traceId=8002566c837ca58a, spanId=b90fa00963750aac, hostName=ts-train-service, destName=ts-travel2-service, host=ts-train-service, clock={"ts-basic-service":40,"ts-travel2-service":26,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-train-service.TrainController.retrieve, type=ss, parentId=7af3836409bd2c60, timestamp=1517209604794500, }
{traceId=8002566c837ca58a, spanId=b90fa00963750aac, hostName=ts-travel2-service, srcName=ts-train-service, src=ts-train-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":27,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=cr, parentId=7af3836409bd2c60, timestamp=1517209604801500, }
{traceId=8002566c837ca58a, spanId=7af3836409bd2c60, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=ss, parentId=1a25efaaef5e73b7, timestamp=1517209604802500, }
{traceId=8002566c837ca58a, spanId=7af3836409bd2c60, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":7,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=1a25efaaef5e73b7, timestamp=1517209604804500, }
{traceId=8002566c837ca58a, spanId=7b1c3ad92378da27, hostName=ts-seat-service, destName=ts-config-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":8,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-config-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=1a25efaaef5e73b7, timestamp=1517209604805500, }
{traceId=8002566c837ca58a, spanId=7b1c3ad92378da27, hostName=ts-config-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-config-service, clock={"ts-basic-service":40,"ts-config-service":1,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":8,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-config-service.ConfigController.query, type=sr, parentId=1a25efaaef5e73b7, timestamp=1517209604812000, }
{traceId=8002566c837ca58a, spanId=7b1c3ad92378da27, hostName=ts-config-service, destName=ts-seat-service, host=ts-config-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":8,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-config-service.ConfigController.query, type=ss, parentId=1a25efaaef5e73b7, timestamp=1517209604819000, }
{traceId=8002566c837ca58a, spanId=7b1c3ad92378da27, hostName=ts-seat-service, srcName=ts-config-service, src=ts-config-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":9,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=1a25efaaef5e73b7, timestamp=1517209604825500, }
{traceId=8002566c837ca58a, spanId=1a25efaaef5e73b7, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=ss, parentId=8002566c837ca58a, timestamp=1517209604826500, }
{traceId=8002566c837ca58a, spanId=1a25efaaef5e73b7, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":29,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.query, type=cr, parentId=8002566c837ca58a, timestamp=1517209604833000, }
{traceId=8002566c837ca58a, spanId=e6d3116720a30f72, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.query, type=cs, parentId=8002566c837ca58a, timestamp=1517209604834000, }
{traceId=8002566c837ca58a, spanId=e6d3116720a30f72, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":29,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=8002566c837ca58a, timestamp=1517209604835500, }
{traceId=8002566c837ca58a, spanId=3b49d910ff68afa4, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=e6d3116720a30f72, timestamp=1517209604837500, }
{traceId=8002566c837ca58a, spanId=3b49d910ff68afa4, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":41,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=e6d3116720a30f72, timestamp=1517209604838500, }
{traceId=8002566c837ca58a, spanId=37a37d2166410458, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":42,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=3b49d910ff68afa4, timestamp=1517209604840500, }
{traceId=8002566c837ca58a, spanId=37a37d2166410458, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":42,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":21,"ts-route-service":6,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=3b49d910ff68afa4, timestamp=1517209604842000, }
{traceId=8002566c837ca58a, spanId=37a37d2166410458, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":42,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=3b49d910ff68afa4, timestamp=1517209604845000, }
{traceId=8002566c837ca58a, spanId=37a37d2166410458, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":43,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=3b49d910ff68afa4, timestamp=1517209604846500, }
{traceId=8002566c837ca58a, spanId=3b49d910ff68afa4, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=e6d3116720a30f72, timestamp=1517209604847500, }
{traceId=8002566c837ca58a, spanId=3b49d910ff68afa4, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":31,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=e6d3116720a30f72, timestamp=1517209604848500, }
{traceId=8002566c837ca58a, spanId=e6d3116720a30f72, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":32,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=8002566c837ca58a, timestamp=1517209604850500, }
{traceId=8002566c837ca58a, spanId=e6d3116720a30f72, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":31,"ts-ticketinfo-service":32,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.query, type=cr, parentId=8002566c837ca58a, timestamp=1517209604852000, }
{traceId=8002566c837ca58a, spanId=acdc3e60a54fde02, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":32,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.query, type=cs, parentId=8002566c837ca58a, timestamp=1517209604853000, }
{traceId=8002566c837ca58a, spanId=acdc3e60a54fde02, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":33,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=8002566c837ca58a, timestamp=1517209604854000, }
{traceId=8002566c837ca58a, spanId=112b3d6f6db5ab69, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=acdc3e60a54fde02, timestamp=1517209604856000, }
{traceId=8002566c837ca58a, spanId=112b3d6f6db5ab69, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":45,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=acdc3e60a54fde02, timestamp=1517209604856500, }
{traceId=8002566c837ca58a, spanId=4a8e07ff8e0fd788, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":46,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=112b3d6f6db5ab69, timestamp=1517209604858500, }
{traceId=8002566c837ca58a, spanId=4a8e07ff8e0fd788, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":46,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":23,"ts-route-service":6,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=112b3d6f6db5ab69, timestamp=1517209604859500, }
{traceId=8002566c837ca58a, spanId=4a8e07ff8e0fd788, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":46,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=112b3d6f6db5ab69, timestamp=1517209604863500, }
{traceId=8002566c837ca58a, spanId=4a8e07ff8e0fd788, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":47,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=112b3d6f6db5ab69, timestamp=1517209604864500, }
{traceId=8002566c837ca58a, spanId=112b3d6f6db5ab69, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=acdc3e60a54fde02, timestamp=1517209604866500, }
{traceId=8002566c837ca58a, spanId=112b3d6f6db5ab69, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":35,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=acdc3e60a54fde02, timestamp=1517209604867000, }
{traceId=8002566c837ca58a, spanId=acdc3e60a54fde02, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":36,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=8002566c837ca58a, timestamp=1517209604868000, }
{traceId=8002566c837ca58a, spanId=acdc3e60a54fde02, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":33,"ts-ticketinfo-service":36,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.query, type=cr, parentId=8002566c837ca58a, timestamp=1517209604869000, }
{traceId=8002566c837ca58a, spanId=3b019f217bdced7f, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":34,"ts-ticketinfo-service":36,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.query, type=cs, parentId=8002566c837ca58a, timestamp=1517209604870000, }
