
=== TestCase1 case1\fail1\basic-1 Fail execution 1 ===
{traceId=3915a9264c21ddce, spanId=3915a9264c21ddce, hostName=ts-travel-service, srcName=null, src=null, host=ts-travel-service, clock={"ts-travel-service":1}, event=ts-travel-service.TravelController.query, type=sr, parentId=, timestamp=1516884046070000, }
{traceId=024cb011ab60c399, spanId=29c65bd982f5b24a, hostName=ts-price-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-price-service, clock={"ts-basic-service":58,"ts-config-service":4,"ts-price-service":3,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, event=ts-price-service.PriceController.query, type=sr, parentId=693dbe18c5c87c92, timestamp=1516884056089500, }
{traceId=024cb011ab60c399, spanId=29c65bd982f5b24a, hostName=ts-price-service, destName=ts-basic-service, host=ts-price-service, clock={"ts-basic-service":58,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-price-service.PriceController.query, type=ss, parentId=693dbe18c5c87c92, timestamp=1516884056099500, }
{traceId=024cb011ab60c399, spanId=29c65bd982f5b24a, hostName=ts-basic-service, srcName=ts-price-service, src=ts-price-service, host=ts-basic-service, clock={"ts-basic-service":59,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=693dbe18c5c87c92, timestamp=1516884056103500, }
{traceId=024cb011ab60c399, spanId=abd038db57a77bc8, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":60,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=693dbe18c5c87c92, timestamp=1516884056105500, }
{traceId=024cb011ab60c399, spanId=abd038db57a77bc8, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":60,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":33,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=693dbe18c5c87c92, timestamp=1516884056107000, }
{traceId=024cb011ab60c399, spanId=abd038db57a77bc8, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":60,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":34,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=693dbe18c5c87c92, timestamp=1516884056113000, }
{traceId=024cb011ab60c399, spanId=abd038db57a77bc8, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":61,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":34,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=693dbe18c5c87c92, timestamp=1516884056114500, }
{traceId=024cb011ab60c399, spanId=bf46443d1efc7c1f, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":62,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":34,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=693dbe18c5c87c92, timestamp=1516884056116500, }
{traceId=024cb011ab60c399, spanId=bf46443d1efc7c1f, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":62,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":35,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=693dbe18c5c87c92, timestamp=1516884056117500, }
{traceId=024cb011ab60c399, spanId=bf46443d1efc7c1f, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":62,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=693dbe18c5c87c92, timestamp=1516884056121500, }
{traceId=024cb011ab60c399, spanId=bf46443d1efc7c1f, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":63,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=693dbe18c5c87c92, timestamp=1516884056122500, }
{traceId=024cb011ab60c399, spanId=693dbe18c5c87c92, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":38,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForTravel, type=ss, parentId=ed5d29d11272cc73, timestamp=1516884056124500, }
{traceId=024cb011ab60c399, spanId=693dbe18c5c87c92, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":39,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForTravel, type=cr, parentId=ed5d29d11272cc73, timestamp=1516884056127000, }
{traceId=024cb011ab60c399, spanId=ed5d29d11272cc73, hostName=ts-ticketinfo-service, destName=ts-preserve-service, host=ts-ticketinfo-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":17,"ts-order-other-service":2}, dest=ts-preserve-service, event=ts-ticketinfo-service.TicketInfoController.queryForTravel, type=ss, parentId=b4f9e825d000723e, timestamp=1516884056129000, }
{traceId=024cb011ab60c399, spanId=ed5d29d11272cc73, hostName=ts-preserve-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-preserve-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":18,"ts-order-other-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=b4f9e825d000723e, timestamp=1516884056132000, }
{traceId=024cb011ab60c399, spanId=d78e7480bfb27009, hostName=ts-preserve-service, destName=ts-seat-service, host=ts-preserve-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":20,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=b4f9e825d000723e, timestamp=1516884056134000, }
{traceId=024cb011ab60c399, spanId=d78e7480bfb27009, hostName=ts-seat-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":21,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, event=ts-seat-service.SeatController.create, type=sr, parentId=b4f9e825d000723e, timestamp=1516884056137000, }
{traceId=024cb011ab60c399, spanId=776124e553eeea31, hostName=ts-seat-service, destName=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":46,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":22,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-seat-service.SeatController.create, type=cs, parentId=d78e7480bfb27009, timestamp=1516884056141000, }
{traceId=024cb011ab60c399, spanId=776124e553eeea31, hostName=ts-travel-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":47,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":22,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getRouteByTripId, type=sr, parentId=d78e7480bfb27009, timestamp=1516884056143000, }
{traceId=024cb011ab60c399, spanId=68c6e6dcd9d7bc94, hostName=ts-travel-service, destName=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":48,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":22,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-route-service, event=ts-travel-service.TravelController.getRouteByTripId, type=cs, parentId=776124e553eeea31, timestamp=1516884056149000, }
{traceId=024cb011ab60c399, spanId=68c6e6dcd9d7bc94, hostName=ts-route-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":48,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":11,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":22,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, event=ts-route-service.RouteController.queryById, type=sr, parentId=776124e553eeea31, timestamp=1516884056151000, }
{traceId=024cb011ab60c399, spanId=68c6e6dcd9d7bc94, hostName=ts-route-service, destName=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":48,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":22,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=776124e553eeea31, timestamp=1516884056158000, }
{traceId=024cb011ab60c399, spanId=68c6e6dcd9d7bc94, hostName=ts-travel-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":49,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":22,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getRouteByTripId, type=cr, parentId=776124e553eeea31, timestamp=1516884056160000, }
{traceId=024cb011ab60c399, spanId=776124e553eeea31, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":50,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":22,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-travel-service.TravelController.getRouteByTripId, type=ss, parentId=d78e7480bfb27009, timestamp=1516884056163000, }
{traceId=024cb011ab60c399, spanId=776124e553eeea31, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":50,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":23,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, event=ts-seat-service.SeatController.create, type=cr, parentId=d78e7480bfb27009, timestamp=1516884056165000, }
{traceId=024cb011ab60c399, spanId=a4e87254815ab96f, hostName=ts-seat-service, destName=ts-order-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":50,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":24,"ts-order-service":8,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-order-service, event=ts-seat-service.SeatController.create, type=cs, parentId=d78e7480bfb27009, timestamp=1516884056168000, }
{traceId=024cb011ab60c399, spanId=a4e87254815ab96f, hostName=ts-order-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-order-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":50,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":24,"ts-order-service":9,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, event=ts-order-service.OrderController.getTicketListByDateAndTripId, type=sr, parentId=d78e7480bfb27009, timestamp=1516884056170000, }
{traceId=024cb011ab60c399, spanId=a4e87254815ab96f, hostName=ts-order-service, destName=ts-seat-service, host=ts-order-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":50,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":24,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-order-service.OrderController.getTicketListByDateAndTripId, type=ss, parentId=d78e7480bfb27009, timestamp=1516884056177000, }
{traceId=024cb011ab60c399, spanId=a4e87254815ab96f, hostName=ts-seat-service, srcName=ts-order-service, src=ts-order-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":50,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":25,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, event=ts-seat-service.SeatController.create, type=cr, parentId=d78e7480bfb27009, timestamp=1516884056179000, }
{traceId=024cb011ab60c399, spanId=bd7bdb111eb60aa9, hostName=ts-seat-service, destName=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":50,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":26,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-seat-service.SeatController.create, type=cs, parentId=d78e7480bfb27009, timestamp=1516884056181000, }
{traceId=024cb011ab60c399, spanId=bd7bdb111eb60aa9, hostName=ts-travel-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":51,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":26,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=sr, parentId=d78e7480bfb27009, timestamp=1516884056183000, }
{traceId=024cb011ab60c399, spanId=194b1446bf0d4429, hostName=ts-travel-service, destName=ts-train-service, host=ts-travel-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":52,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":26,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-train-service, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=cs, parentId=bd7bdb111eb60aa9, timestamp=1516884056189000, }
{traceId=024cb011ab60c399, spanId=194b1446bf0d4429, hostName=ts-train-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-train-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":52,"ts-train-service":11,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":26,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, event=ts-train-service.TrainController.retrieve, type=sr, parentId=bd7bdb111eb60aa9, timestamp=1516884056191500, }
{traceId=024cb011ab60c399, spanId=194b1446bf0d4429, hostName=ts-train-service, destName=ts-travel-service, host=ts-train-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":52,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":26,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-train-service.TrainController.retrieve, type=ss, parentId=bd7bdb111eb60aa9, timestamp=1516884056199500, }
{traceId=024cb011ab60c399, spanId=194b1446bf0d4429, hostName=ts-travel-service, srcName=ts-train-service, src=ts-train-service, host=ts-travel-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":53,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":26,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=cr, parentId=bd7bdb111eb60aa9, timestamp=1516884056202000, }
{traceId=024cb011ab60c399, spanId=bd7bdb111eb60aa9, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":26,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=ss, parentId=d78e7480bfb27009, timestamp=1516884056203000, }
{traceId=024cb011ab60c399, spanId=bd7bdb111eb60aa9, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":27,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, event=ts-seat-service.SeatController.create, type=cr, parentId=d78e7480bfb27009, timestamp=1516884056205000, }
{traceId=024cb011ab60c399, spanId=d78e7480bfb27009, hostName=ts-seat-service, destName=ts-preserve-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":19,"ts-order-other-service":2}, dest=ts-preserve-service, event=ts-seat-service.SeatController.create, type=ss, parentId=b4f9e825d000723e, timestamp=1516884056208000, }
{traceId=024cb011ab60c399, spanId=d78e7480bfb27009, hostName=ts-preserve-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-preserve-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":20,"ts-order-other-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=b4f9e825d000723e, timestamp=1516884056211000, }
{traceId=024cb011ab60c399, spanId=ea7fd7584998e0fa, hostName=ts-preserve-service, destName=ts-order-service, host=ts-preserve-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":10,"ts-sso-service":4,"ts-preserve-service":21,"ts-order-other-service":2}, dest=ts-order-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=b4f9e825d000723e, timestamp=1516884056214000, }
{traceId=024cb011ab60c399, spanId=ea7fd7584998e0fa, hostName=ts-order-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-order-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":11,"ts-sso-service":4,"ts-preserve-service":21,"ts-order-other-service":2}, event=ts-order-service.OrderController.createNewOrder, type=sr, parentId=b4f9e825d000723e, timestamp=1516884056217000, }
{traceId=024cb011ab60c399, spanId=75aa96857e9fcbff, hostName=ts-order-service, destName=ts-sso-service, host=ts-order-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":12,"ts-sso-service":4,"ts-preserve-service":21,"ts-order-other-service":2}, dest=ts-sso-service, event=ts-order-service.OrderController.createNewOrder, type=cs, parentId=ea7fd7584998e0fa, timestamp=1516884056221000, }
{traceId=024cb011ab60c399, spanId=75aa96857e9fcbff, hostName=ts-sso-service, srcName=ts-order-service, src=ts-order-service, host=ts-sso-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":12,"ts-sso-service":5,"ts-preserve-service":21,"ts-order-other-service":2}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=ea7fd7584998e0fa, timestamp=1516884056224000, }
{traceId=024cb011ab60c399, spanId=75aa96857e9fcbff, hostName=ts-sso-service, destName=ts-order-service, host=ts-sso-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":12,"ts-sso-service":6,"ts-preserve-service":21,"ts-order-other-service":2}, dest=ts-order-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=ea7fd7584998e0fa, timestamp=1516884056230000, }
