
=== TestCase2 case2\fail1\basic-1 Fail execution 1 ===
{traceId=439647ef02b65e1d, spanId=439647ef02b65e1d, hostName=ts-travel-service, srcName=null, src=null, host=ts-travel-service, clock={"ts-travel-service":1}, event=ts-travel-service.TravelController.query, type=sr, parentId=, timestamp=1516935082319000, }
{traceId=3849f959c59a5ee3, spanId=7519e052425ed0ea, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":66,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":56,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5baecfa4cf7b2dfb, timestamp=1516935091470500, }
{traceId=3849f959c59a5ee3, spanId=7519e052425ed0ea, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":67,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":56,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=5baecfa4cf7b2dfb, timestamp=1516935091472000, }
{traceId=3849f959c59a5ee3, spanId=10160f9d64faf20e, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":56,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=5baecfa4cf7b2dfb, timestamp=1516935091473000, }
{traceId=3849f959c59a5ee3, spanId=10160f9d64faf20e, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":57,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5baecfa4cf7b2dfb, timestamp=1516935091474500, }
{traceId=3849f959c59a5ee3, spanId=105c0bcafecda879, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=10160f9d64faf20e, timestamp=1516935091475500, }
{traceId=3849f959c59a5ee3, spanId=105c0bcafecda879, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":93,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=10160f9d64faf20e, timestamp=1516935091478000, }
{traceId=3849f959c59a5ee3, spanId=c1d2edba7c8bfc3c, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":94,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=105c0bcafecda879, timestamp=1516935091479000, }
{traceId=3849f959c59a5ee3, spanId=c1d2edba7c8bfc3c, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":94,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":51,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=105c0bcafecda879, timestamp=1516935091480000, }
{traceId=3849f959c59a5ee3, spanId=c1d2edba7c8bfc3c, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":94,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=105c0bcafecda879, timestamp=1516935091483000, }
{traceId=3849f959c59a5ee3, spanId=c1d2edba7c8bfc3c, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":95,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=105c0bcafecda879, timestamp=1516935091484000, }
{traceId=3849f959c59a5ee3, spanId=105c0bcafecda879, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=10160f9d64faf20e, timestamp=1516935091486000, }
{traceId=3849f959c59a5ee3, spanId=105c0bcafecda879, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":59,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=10160f9d64faf20e, timestamp=1516935091488500, }
{traceId=3849f959c59a5ee3, spanId=10160f9d64faf20e, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":60,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5baecfa4cf7b2dfb, timestamp=1516935091490500, }
{traceId=3849f959c59a5ee3, spanId=10160f9d64faf20e, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":69,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":60,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=5baecfa4cf7b2dfb, timestamp=1516935091492000, }
{traceId=3849f959c59a5ee3, spanId=840d433d1e988c72, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":60,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=5baecfa4cf7b2dfb, timestamp=1516935091493000, }
{traceId=3849f959c59a5ee3, spanId=840d433d1e988c72, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":61,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5baecfa4cf7b2dfb, timestamp=1516935091494500, }
{traceId=3849f959c59a5ee3, spanId=ef89bd2fe043bcb3, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=840d433d1e988c72, timestamp=1516935091495500, }
{traceId=3849f959c59a5ee3, spanId=ef89bd2fe043bcb3, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":97,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=840d433d1e988c72, timestamp=1516935091497500, }
{traceId=3849f959c59a5ee3, spanId=2ed52c84d86d8132, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":98,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=ef89bd2fe043bcb3, timestamp=1516935091498500, }
{traceId=3849f959c59a5ee3, spanId=2ed52c84d86d8132, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":98,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":53,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=ef89bd2fe043bcb3, timestamp=1516935091500000, }
{traceId=3849f959c59a5ee3, spanId=2ed52c84d86d8132, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":98,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=ef89bd2fe043bcb3, timestamp=1516935091503000, }
{traceId=3849f959c59a5ee3, spanId=2ed52c84d86d8132, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":99,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=ef89bd2fe043bcb3, timestamp=1516935091504500, }
{traceId=3849f959c59a5ee3, spanId=ef89bd2fe043bcb3, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=840d433d1e988c72, timestamp=1516935091505500, }
{traceId=3849f959c59a5ee3, spanId=ef89bd2fe043bcb3, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":63,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=840d433d1e988c72, timestamp=1516935091507500, }
{traceId=3849f959c59a5ee3, spanId=840d433d1e988c72, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":64,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5baecfa4cf7b2dfb, timestamp=1516935091508500, }
{traceId=3849f959c59a5ee3, spanId=840d433d1e988c72, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":71,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":64,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=5baecfa4cf7b2dfb, timestamp=1516935091510000, }
{traceId=3849f959c59a5ee3, spanId=c901c77502416543, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":64,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=5baecfa4cf7b2dfb, timestamp=1516935091512000, }
{traceId=3849f959c59a5ee3, spanId=c901c77502416543, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":65,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5baecfa4cf7b2dfb, timestamp=1516935091513000, }
{traceId=3849f959c59a5ee3, spanId=76476091eab90f38, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=c901c77502416543, timestamp=1516935091514000, }
{traceId=3849f959c59a5ee3, spanId=76476091eab90f38, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":101,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=c901c77502416543, timestamp=1516935091515500, }
{traceId=3849f959c59a5ee3, spanId=5f2d71fc7f1a9a46, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":102,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=76476091eab90f38, timestamp=1516935091516500, }
{traceId=3849f959c59a5ee3, spanId=5f2d71fc7f1a9a46, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":102,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":55,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=76476091eab90f38, timestamp=1516935091518000, }
{traceId=3849f959c59a5ee3, spanId=5f2d71fc7f1a9a46, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":102,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=76476091eab90f38, timestamp=1516935091521000, }
{traceId=3849f959c59a5ee3, spanId=5f2d71fc7f1a9a46, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":103,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=76476091eab90f38, timestamp=1516935091522500, }
{traceId=3849f959c59a5ee3, spanId=76476091eab90f38, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=c901c77502416543, timestamp=1516935091523500, }
{traceId=3849f959c59a5ee3, spanId=ec969f73d5c5dd95, hostName=ts-notification-service, destName=ts-preserve-service, host=ts-notification-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":14,"ts-sso-service":8,"ts-preserve-service":25,"ts-order-other-service":2}, dest=ts-preserve-service, event=ts-notification-service.NotificationController.order_cancel_success, type=ss, parentId=fb6f2dab90fdfde4, timestamp=1516935091525000, }
{traceId=3849f959c59a5ee3, spanId=76476091eab90f38, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":67,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=c901c77502416543, timestamp=1516935091525000, }
{traceId=3849f959c59a5ee3, spanId=c901c77502416543, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":68,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5baecfa4cf7b2dfb, timestamp=1516935091528000, }
{traceId=3849f959c59a5ee3, spanId=ec969f73d5c5dd95, hostName=ts-preserve-service, srcName=ts-notification-service, src=ts-notification-service, host=ts-preserve-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":33,"ts-order-other-service":4}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=fb6f2dab90fdfde4, timestamp=1516935091528500, }
{traceId=3849f959c59a5ee3, spanId=c901c77502416543, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":73,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":68,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=5baecfa4cf7b2dfb, timestamp=1516935091529000, }
{traceId=3849f959c59a5ee3, spanId=24d970e0c9b64c5c, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":74,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":68,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=5baecfa4cf7b2dfb, timestamp=1516935091531000, }
{traceId=3849f959c59a5ee3, spanId=24d970e0c9b64c5c, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":74,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":68,"ts-seat-service":29,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=sr, parentId=5baecfa4cf7b2dfb, timestamp=1516935091534000, }
{traceId=3849f959c59a5ee3, spanId=1019975175d827cd, hostName=ts-seat-service, destName=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":74,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":68,"ts-seat-service":30,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=24d970e0c9b64c5c, timestamp=1516935091536000, }
