
=== TestCase5 case5\fail1\basic1 Fail execution 1 ===
{traceId=5b95c52013c69df6, spanId=5b95c52013c69df6, hostName=ts-travel2-service, srcName=null, src=null, host=ts-travel2-service, clock={"ts-travel2-service":1}, event=ts-travel2-service.Travel2Controller.query, type=sr, parentId=, timestamp=1516848633177000, }
{traceId=5b95c52013c69df6, spanId=970e5ab60b87ec02, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":20,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":1,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=sr, parentId=5b95c52013c69df6, timestamp=1516848633398500, }
{traceId=5b95c52013c69df6, spanId=5d50e5dbc46c3f5d, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":20,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=970e5ab60b87ec02, timestamp=1516848633400500, }
{traceId=5b95c52013c69df6, spanId=5d50e5dbc46c3f5d, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":21,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=sr, parentId=970e5ab60b87ec02, timestamp=1516848633402000, }
{traceId=5b95c52013c69df6, spanId=0e7ce9970ea2ef69, hostName=ts-travel2-service, destName=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":22,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-route-service, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=cs, parentId=5d50e5dbc46c3f5d, timestamp=1516848633406000, }
{traceId=5b95c52013c69df6, spanId=0e7ce9970ea2ef69, hostName=ts-route-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-travel2-service":22,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":5,"ts-order-other-service":2}, event=ts-route-service.RouteController.queryById, type=sr, parentId=5d50e5dbc46c3f5d, timestamp=1516848633406500, }
{traceId=5b95c52013c69df6, spanId=0e7ce9970ea2ef69, hostName=ts-route-service, destName=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-travel2-service":22,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=5d50e5dbc46c3f5d, timestamp=1516848633412500, }
{traceId=5b95c52013c69df6, spanId=0e7ce9970ea2ef69, hostName=ts-travel2-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":23,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=cr, parentId=5d50e5dbc46c3f5d, timestamp=1516848633413000, }
{traceId=5b95c52013c69df6, spanId=5d50e5dbc46c3f5d, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":2,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=ss, parentId=970e5ab60b87ec02, timestamp=1516848633415000, }
{traceId=5b95c52013c69df6, spanId=5d50e5dbc46c3f5d, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":3,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=970e5ab60b87ec02, timestamp=1516848633416500, }
{traceId=5b95c52013c69df6, spanId=683ca75fb179d143, hostName=ts-seat-service, destName=ts-order-other-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":4,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":2}, dest=ts-order-other-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=970e5ab60b87ec02, timestamp=1516848633417500, }
{traceId=5b95c52013c69df6, spanId=683ca75fb179d143, hostName=ts-order-other-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-order-other-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":4,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":3}, event=ts-order-other-service.OrderOtherController.getTicketListByDateAndTripId, type=sr, parentId=970e5ab60b87ec02, timestamp=1516848633419500, }
{traceId=5b95c52013c69df6, spanId=683ca75fb179d143, hostName=ts-order-other-service, destName=ts-seat-service, host=ts-order-other-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":4,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-order-other-service.OrderOtherController.getTicketListByDateAndTripId, type=ss, parentId=970e5ab60b87ec02, timestamp=1516848633423500, }
{traceId=5b95c52013c69df6, spanId=683ca75fb179d143, hostName=ts-seat-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":5,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=970e5ab60b87ec02, timestamp=1516848633425500, }
{traceId=5b95c52013c69df6, spanId=5ae5638c80fa08e4, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=970e5ab60b87ec02, timestamp=1516848633426500, }
{traceId=5b95c52013c69df6, spanId=5ae5638c80fa08e4, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":25,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=sr, parentId=970e5ab60b87ec02, timestamp=1516848633428000, }
{traceId=5b95c52013c69df6, spanId=d0ac6564cf871eaa, hostName=ts-travel2-service, destName=ts-train-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":26,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":2,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-train-service, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=cs, parentId=5ae5638c80fa08e4, timestamp=1516848633432000, }
{traceId=5b95c52013c69df6, spanId=d0ac6564cf871eaa, hostName=ts-train-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-train-service, clock={"ts-basic-service":40,"ts-travel2-service":26,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":3,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-train-service.TrainController.retrieve, type=sr, parentId=5ae5638c80fa08e4, timestamp=1516848633433500, }
{traceId=5b95c52013c69df6, spanId=d0ac6564cf871eaa, hostName=ts-train-service, destName=ts-travel2-service, host=ts-train-service, clock={"ts-basic-service":40,"ts-travel2-service":26,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-train-service.TrainController.retrieve, type=ss, parentId=5ae5638c80fa08e4, timestamp=1516848633439500, }
{traceId=5b95c52013c69df6, spanId=d0ac6564cf871eaa, hostName=ts-travel2-service, srcName=ts-train-service, src=ts-train-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":27,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=cr, parentId=5ae5638c80fa08e4, timestamp=1516848633441000, }
{traceId=5b95c52013c69df6, spanId=5ae5638c80fa08e4, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":6,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=ss, parentId=970e5ab60b87ec02, timestamp=1516848633443000, }
{traceId=5b95c52013c69df6, spanId=5ae5638c80fa08e4, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":7,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=970e5ab60b87ec02, timestamp=1516848633444500, }
{traceId=5b95c52013c69df6, spanId=e5e2e5c7705d24d9, hostName=ts-seat-service, destName=ts-config-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":8,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-config-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=970e5ab60b87ec02, timestamp=1516848633445500, }
{traceId=5b95c52013c69df6, spanId=e5e2e5c7705d24d9, hostName=ts-config-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-config-service, clock={"ts-basic-service":40,"ts-config-service":1,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":8,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-config-service.ConfigController.query, type=sr, parentId=970e5ab60b87ec02, timestamp=1516848633447500, }
{traceId=5b95c52013c69df6, spanId=e5e2e5c7705d24d9, hostName=ts-config-service, destName=ts-seat-service, host=ts-config-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":8,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-config-service.ConfigController.query, type=ss, parentId=970e5ab60b87ec02, timestamp=1516848633452500, }
{traceId=5b95c52013c69df6, spanId=e5e2e5c7705d24d9, hostName=ts-seat-service, srcName=ts-config-service, src=ts-config-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":9,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=970e5ab60b87ec02, timestamp=1516848633454500, }
{traceId=5b95c52013c69df6, spanId=970e5ab60b87ec02, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":28,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=ss, parentId=5b95c52013c69df6, timestamp=1516848633456500, }
{traceId=5b95c52013c69df6, spanId=970e5ab60b87ec02, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":29,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.query, type=cr, parentId=5b95c52013c69df6, timestamp=1516848633459000, }
{traceId=5b95c52013c69df6, spanId=bcf0a0733bd76c97, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":28,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.query, type=cs, parentId=5b95c52013c69df6, timestamp=1516848633461000, }
{traceId=5b95c52013c69df6, spanId=bcf0a0733bd76c97, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":29,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5b95c52013c69df6, timestamp=1516848633462000, }
{traceId=5b95c52013c69df6, spanId=76f7e4de1b613476, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=bcf0a0733bd76c97, timestamp=1516848633464000, }
{traceId=5b95c52013c69df6, spanId=76f7e4de1b613476, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":41,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=bcf0a0733bd76c97, timestamp=1516848633465000, }
{traceId=5b95c52013c69df6, spanId=465499c8b6936815, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":42,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":20,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=76f7e4de1b613476, timestamp=1516848633467000, }
{traceId=5b95c52013c69df6, spanId=465499c8b6936815, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":42,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":21,"ts-route-service":6,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=76f7e4de1b613476, timestamp=1516848633469000, }
{traceId=5b95c52013c69df6, spanId=465499c8b6936815, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":42,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=76f7e4de1b613476, timestamp=1516848633472000, }
{traceId=5b95c52013c69df6, spanId=465499c8b6936815, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":43,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=76f7e4de1b613476, timestamp=1516848633474000, }
{traceId=5b95c52013c69df6, spanId=76f7e4de1b613476, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":30,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=bcf0a0733bd76c97, timestamp=1516848633475000, }
{traceId=5b95c52013c69df6, spanId=76f7e4de1b613476, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":31,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=bcf0a0733bd76c97, timestamp=1516848633476000, }
{traceId=5b95c52013c69df6, spanId=bcf0a0733bd76c97, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":30,"ts-ticketinfo-service":32,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5b95c52013c69df6, timestamp=1516848633478000, }
{traceId=5b95c52013c69df6, spanId=bcf0a0733bd76c97, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":31,"ts-ticketinfo-service":32,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.query, type=cr, parentId=5b95c52013c69df6, timestamp=1516848633479000, }
{traceId=5b95c52013c69df6, spanId=8ab1189d37a1d216, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":32,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.query, type=cs, parentId=5b95c52013c69df6, timestamp=1516848633480000, }
{traceId=5b95c52013c69df6, spanId=8ab1189d37a1d216, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":33,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5b95c52013c69df6, timestamp=1516848633481500, }
{traceId=5b95c52013c69df6, spanId=b062a9035c71324f, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=8ab1189d37a1d216, timestamp=1516848633483500, }
{traceId=5b95c52013c69df6, spanId=b062a9035c71324f, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":45,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=8ab1189d37a1d216, timestamp=1516848633485000, }
{traceId=5b95c52013c69df6, spanId=e1d265dad89a4023, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":46,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":22,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=b062a9035c71324f, timestamp=1516848633487000, }
{traceId=5b95c52013c69df6, spanId=e1d265dad89a4023, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":46,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":23,"ts-route-service":6,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=b062a9035c71324f, timestamp=1516848633488500, }
{traceId=5b95c52013c69df6, spanId=e1d265dad89a4023, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":46,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=b062a9035c71324f, timestamp=1516848633491500, }
{traceId=5b95c52013c69df6, spanId=e1d265dad89a4023, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":47,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=b062a9035c71324f, timestamp=1516848633493000, }
{traceId=5b95c52013c69df6, spanId=b062a9035c71324f, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":34,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=8ab1189d37a1d216, timestamp=1516848633494000, }
{traceId=5b95c52013c69df6, spanId=b062a9035c71324f, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":35,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=8ab1189d37a1d216, timestamp=1516848633495500, }
{traceId=5b95c52013c69df6, spanId=8ab1189d37a1d216, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":32,"ts-ticketinfo-service":36,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5b95c52013c69df6, timestamp=1516848633496500, }
{traceId=5b95c52013c69df6, spanId=8ab1189d37a1d216, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":33,"ts-ticketinfo-service":36,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.query, type=cr, parentId=5b95c52013c69df6, timestamp=1516848633498000, }
{traceId=5b95c52013c69df6, spanId=178b6c463d6a1593, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":34,"ts-ticketinfo-service":36,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":10,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.query, type=cs, parentId=5b95c52013c69df6, timestamp=1516848633500000, }
{traceId=5b95c52013c69df6, spanId=178b6c463d6a1593, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":34,"ts-ticketinfo-service":36,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":11,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=sr, parentId=5b95c52013c69df6, timestamp=1516848633502500, }
{traceId=5b95c52013c69df6, spanId=01c0667601c30077, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":34,"ts-ticketinfo-service":36,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":12,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=178b6c463d6a1593, timestamp=1516848633504500, }
{traceId=5b95c52013c69df6, spanId=01c0667601c30077, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":35,"ts-ticketinfo-service":36,"ts-price-service":2,"ts-train-service":4,"ts-seat-service":12,"ts-station-service":24,"ts-route-service":6,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=sr, parentId=178b6c463d6a1593, timestamp=1516848633506500, }
