
=== TestCase7 case7\fail1\basic-1 Fail execution 1 ===
{traceId=060aa1336a2c10de, spanId=060aa1336a2c10de, hostName=ts-travel-service, srcName=null, src=null, host=ts-travel-service, clock={"ts-travel-service":1}, event=ts-travel-service.TravelController.query, type=sr, parentId=, timestamp=1516932508923000, }
{traceId=7689fc861a1ae08c, spanId=a3906e9c871d4f34, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":66,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":54,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=5b411b16dcc933fd, timestamp=1516932520905000, }
{traceId=7689fc861a1ae08c, spanId=a3906e9c871d4f34, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":66,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":55,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=5b411b16dcc933fd, timestamp=1516932520906000, }
{traceId=7689fc861a1ae08c, spanId=5b411b16dcc933fd, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":66,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":56,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=9578d71c35bf99c0, timestamp=1516932520907000, }
{traceId=7689fc861a1ae08c, spanId=5b411b16dcc933fd, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":67,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":56,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=9578d71c35bf99c0, timestamp=1516932520908500, }
{traceId=7689fc861a1ae08c, spanId=599dd97cef3d4c04, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":56,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=9578d71c35bf99c0, timestamp=1516932520910500, }
{traceId=7689fc861a1ae08c, spanId=599dd97cef3d4c04, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":57,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=9578d71c35bf99c0, timestamp=1516932520912000, }
{traceId=7689fc861a1ae08c, spanId=ae7f94d2c4b8fc3c, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":92,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=599dd97cef3d4c04, timestamp=1516932520914000, }
{traceId=7689fc861a1ae08c, spanId=ae7f94d2c4b8fc3c, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":93,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=599dd97cef3d4c04, timestamp=1516932520916500, }
{traceId=7689fc861a1ae08c, spanId=3ff7de20d22ba50e, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":94,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":50,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=ae7f94d2c4b8fc3c, timestamp=1516932520917500, }
{traceId=7689fc861a1ae08c, spanId=3ff7de20d22ba50e, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":94,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":51,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=ae7f94d2c4b8fc3c, timestamp=1516932520919000, }
{traceId=7689fc861a1ae08c, spanId=3ff7de20d22ba50e, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":94,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=ae7f94d2c4b8fc3c, timestamp=1516932520922000, }
{traceId=7689fc861a1ae08c, spanId=3ff7de20d22ba50e, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":95,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=ae7f94d2c4b8fc3c, timestamp=1516932520923500, }
{traceId=7689fc861a1ae08c, spanId=ae7f94d2c4b8fc3c, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":58,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=599dd97cef3d4c04, timestamp=1516932520924500, }
{traceId=7689fc861a1ae08c, spanId=ae7f94d2c4b8fc3c, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":59,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=599dd97cef3d4c04, timestamp=1516932520927000, }
{traceId=7689fc861a1ae08c, spanId=599dd97cef3d4c04, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":68,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":60,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=9578d71c35bf99c0, timestamp=1516932520928000, }
{traceId=7689fc861a1ae08c, spanId=599dd97cef3d4c04, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":69,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":60,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=9578d71c35bf99c0, timestamp=1516932520929500, }
{traceId=7689fc861a1ae08c, spanId=cececa95307c0f52, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":60,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=9578d71c35bf99c0, timestamp=1516932520930500, }
{traceId=7689fc861a1ae08c, spanId=cececa95307c0f52, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":61,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=9578d71c35bf99c0, timestamp=1516932520931500, }
{traceId=7689fc861a1ae08c, spanId=01144d0140816b8c, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":96,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=cececa95307c0f52, timestamp=1516932520932500, }
{traceId=7689fc861a1ae08c, spanId=01144d0140816b8c, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":97,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=cececa95307c0f52, timestamp=1516932520934000, }
{traceId=7689fc861a1ae08c, spanId=933c69a526985ee3, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":98,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":52,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=01144d0140816b8c, timestamp=1516932520936000, }
{traceId=7689fc861a1ae08c, spanId=933c69a526985ee3, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":98,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":53,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=01144d0140816b8c, timestamp=1516932520937500, }
{traceId=7689fc861a1ae08c, spanId=933c69a526985ee3, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":98,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=01144d0140816b8c, timestamp=1516932520940500, }
{traceId=7689fc861a1ae08c, spanId=933c69a526985ee3, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":99,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=01144d0140816b8c, timestamp=1516932520942000, }
{traceId=7689fc861a1ae08c, spanId=01144d0140816b8c, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":62,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=cececa95307c0f52, timestamp=1516932520943000, }
{traceId=7689fc861a1ae08c, spanId=01144d0140816b8c, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":63,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=cececa95307c0f52, timestamp=1516932520944500, }
{traceId=7689fc861a1ae08c, spanId=cececa95307c0f52, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":70,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":64,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=9578d71c35bf99c0, timestamp=1516932520945500, }
{traceId=7689fc861a1ae08c, spanId=cececa95307c0f52, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":71,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":64,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=9578d71c35bf99c0, timestamp=1516932520946500, }
{traceId=7689fc861a1ae08c, spanId=ca20bcd3b37fd183, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":64,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=9578d71c35bf99c0, timestamp=1516932520949500, }
{traceId=7689fc861a1ae08c, spanId=ca20bcd3b37fd183, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":65,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=9578d71c35bf99c0, timestamp=1516932520951000, }
{traceId=7689fc861a1ae08c, spanId=ad4933715fee0fb4, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":100,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=ca20bcd3b37fd183, timestamp=1516932520953000, }
{traceId=7689fc861a1ae08c, spanId=ad4933715fee0fb4, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":101,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=ca20bcd3b37fd183, timestamp=1516932520954500, }
{traceId=7689fc861a1ae08c, spanId=cb7cc15b4fc2bbae, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":102,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":54,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=ad4933715fee0fb4, timestamp=1516932520956500, }
{traceId=7689fc861a1ae08c, spanId=cb7cc15b4fc2bbae, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":102,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":55,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=ad4933715fee0fb4, timestamp=1516932520958500, }
{traceId=7689fc861a1ae08c, spanId=cb7cc15b4fc2bbae, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":102,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=ad4933715fee0fb4, timestamp=1516932520961500, }
{traceId=7689fc861a1ae08c, spanId=cb7cc15b4fc2bbae, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":103,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=ad4933715fee0fb4, timestamp=1516932520963500, }
{traceId=7689fc861a1ae08c, spanId=ad4933715fee0fb4, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":66,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=ca20bcd3b37fd183, timestamp=1516932520964500, }
{traceId=7689fc861a1ae08c, spanId=ad4933715fee0fb4, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":67,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=ca20bcd3b37fd183, timestamp=1516932520966000, }
{traceId=7689fc861a1ae08c, spanId=ca20bcd3b37fd183, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":72,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":68,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=9578d71c35bf99c0, timestamp=1516932520967000, }
{traceId=7689fc861a1ae08c, spanId=ca20bcd3b37fd183, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":73,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":68,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=9578d71c35bf99c0, timestamp=1516932520968500, }
{traceId=7689fc861a1ae08c, spanId=9a1eca843b442e61, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":104,"ts-config-service":4,"ts-price-service":6,"ts-travel-service":74,"ts-train-service":14,"ts-contacts-service":8,"ts-station-service":56,"ts-route-service":16,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":68,"ts-seat-service":28,"ts-order-service":18,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=9578d71c35bf99c0, timestamp=1516932520969500, }
