
=== TestCase2 case2\success\basic-2 Success execution 1 ===
{traceId=f9f0c85a1d119819, spanId=f9f0c85a1d119819, hostName=ts-click-twice, srcName=null, src=null, host=ts-click-twice, clock={"ts-click-twice":1}, event=ts-click-twice.ClickController.clickTwice, type=sr, parentId=, timestamp=1516933279202000, }
{traceId=f9f0c85a1d119819, spanId=66604726d91db6ca, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":28,"ts-price-service":2,"ts-travel-service":14,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":16,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=589def4b0c55a46a, timestamp=1516933279702000, }
{traceId=f9f0c85a1d119819, spanId=66604726d91db6ca, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":28,"ts-price-service":2,"ts-travel-service":14,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":17,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=589def4b0c55a46a, timestamp=1516933279703000, }
{traceId=f9f0c85a1d119819, spanId=540270bf3ff0efa5, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":28,"ts-price-service":2,"ts-travel-service":14,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":18,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=66604726d91db6ca, timestamp=1516933279705000, }
{traceId=f9f0c85a1d119819, spanId=540270bf3ff0efa5, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":29,"ts-price-service":2,"ts-travel-service":14,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":18,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=66604726d91db6ca, timestamp=1516933279707000, }
{traceId=f9f0c85a1d119819, spanId=6f42ad93b011a006, hostName=ts-click-twice, host=ts-click-twice, clock={"ts-click-twice":4}, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=async, parentId=f9f0c85a1d119819, timestamp=1516933279708000, }
{traceId=f9f0c85a1d119819, spanId=315b36f6ed462c7e, hostName=ts-click-twice, destName=ts-preserve-service, host=ts-click-twice, clock={"ts-click-twice":5}, dest=ts-preserve-service, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=cs, parentId=6f42ad93b011a006, timestamp=1516933279709000, }
{traceId=f9f0c85a1d119819, spanId=c593f7a439dec98e, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":30,"ts-price-service":2,"ts-travel-service":14,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":14,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":18,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=540270bf3ff0efa5, timestamp=1516933279709000, }
{traceId=f9f0c85a1d119819, spanId=c593f7a439dec98e, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":30,"ts-price-service":2,"ts-travel-service":14,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":15,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":18,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=540270bf3ff0efa5, timestamp=1516933279710000, }
{traceId=f9f0c85a1d119819, spanId=315b36f6ed462c7e, hostName=ts-preserve-service, srcName=ts-click-twice, src=ts-click-twice, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":10,"ts-security-service":6,"ts-order-other-service":2}, event=ts-preserve-service.PreserveController.preserve, type=sr, parentId=6f42ad93b011a006, timestamp=1516933279711000, }
{traceId=f9f0c85a1d119819, spanId=c593f7a439dec98e, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":30,"ts-price-service":2,"ts-travel-service":14,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":18,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=540270bf3ff0efa5, timestamp=1516933279713000, }
{traceId=f9f0c85a1d119819, spanId=c593f7a439dec98e, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":31,"ts-price-service":2,"ts-travel-service":14,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":18,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=540270bf3ff0efa5, timestamp=1516933279714000, }
{traceId=f9f0c85a1d119819, spanId=0b31ab415e3b790f, hostName=ts-preserve-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":11,"ts-security-service":6,"ts-order-other-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=async, parentId=315b36f6ed462c7e, timestamp=1516933279715000, }
{traceId=f9f0c85a1d119819, spanId=540270bf3ff0efa5, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":32,"ts-price-service":2,"ts-travel-service":14,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":18,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=66604726d91db6ca, timestamp=1516933279716000, }
{traceId=f9f0c85a1d119819, spanId=540270bf3ff0efa5, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-price-service":2,"ts-travel-service":14,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":19,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=66604726d91db6ca, timestamp=1516933279718000, }
{traceId=f9f0c85a1d119819, spanId=66604726d91db6ca, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-price-service":2,"ts-travel-service":14,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":20,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=589def4b0c55a46a, timestamp=1516933279720000, }
{traceId=f9f0c85a1d119819, spanId=66604726d91db6ca, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":32,"ts-price-service":2,"ts-travel-service":15,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":20,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=589def4b0c55a46a, timestamp=1516933279721000, }
{traceId=f9f0c85a1d119819, spanId=34ef3c950e0a91dd, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":32,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":20,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=589def4b0c55a46a, timestamp=1516933279723000, }
{traceId=f9f0c85a1d119819, spanId=34ef3c950e0a91dd, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":21,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=589def4b0c55a46a, timestamp=1516933279724500, }
{traceId=f9f0c85a1d119819, spanId=71fb269bfcb9dcab, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=34ef3c950e0a91dd, timestamp=1516933279725500, }
{traceId=f9f0c85a1d119819, spanId=71fb269bfcb9dcab, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":33,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=34ef3c950e0a91dd, timestamp=1516933279727500, }
{traceId=f9f0c85a1d119819, spanId=b33bc0ea36c94cc7, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":34,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":16,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=71fb269bfcb9dcab, timestamp=1516933279728500, }
{traceId=f9f0c85a1d119819, spanId=b33bc0ea36c94cc7, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":34,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":17,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=71fb269bfcb9dcab, timestamp=1516933279730000, }
{traceId=f9f0c85a1d119819, spanId=b33bc0ea36c94cc7, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":34,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=71fb269bfcb9dcab, timestamp=1516933279733000, }
{traceId=f9f0c85a1d119819, spanId=b33bc0ea36c94cc7, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":35,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=71fb269bfcb9dcab, timestamp=1516933279734500, }
{traceId=f9f0c85a1d119819, spanId=71fb269bfcb9dcab, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=34ef3c950e0a91dd, timestamp=1516933279735500, }
{traceId=f9f0c85a1d119819, spanId=71fb269bfcb9dcab, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":23,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=34ef3c950e0a91dd, timestamp=1516933279737500, }
{traceId=f9f0c85a1d119819, spanId=34ef3c950e0a91dd, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":24,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=589def4b0c55a46a, timestamp=1516933279738500, }
{traceId=f9f0c85a1d119819, spanId=34ef3c950e0a91dd, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":17,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":24,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=589def4b0c55a46a, timestamp=1516933279740000, }
{traceId=f9f0c85a1d119819, spanId=363b30fa999c8e0c, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":24,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=589def4b0c55a46a, timestamp=1516933279741000, }
{traceId=f9f0c85a1d119819, spanId=363b30fa999c8e0c, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":25,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=589def4b0c55a46a, timestamp=1516933279742000, }
{traceId=f9f0c85a1d119819, spanId=cedc35131c6b7f59, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=363b30fa999c8e0c, timestamp=1516933279744000, }
{traceId=f9f0c85a1d119819, spanId=cedc35131c6b7f59, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":37,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=363b30fa999c8e0c, timestamp=1516933279745500, }
{traceId=f9f0c85a1d119819, spanId=9d9536401716525e, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":38,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=cedc35131c6b7f59, timestamp=1516933279747500, }
{traceId=f9f0c85a1d119819, spanId=9d9536401716525e, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":38,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":19,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=cedc35131c6b7f59, timestamp=1516933279749000, }
{traceId=f9f0c85a1d119819, spanId=9d9536401716525e, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":38,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=cedc35131c6b7f59, timestamp=1516933279752000, }
{traceId=f9f0c85a1d119819, spanId=9d9536401716525e, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":39,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=cedc35131c6b7f59, timestamp=1516933279753500, }
{traceId=f9f0c85a1d119819, spanId=cedc35131c6b7f59, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=363b30fa999c8e0c, timestamp=1516933279754500, }
{traceId=f9f0c85a1d119819, spanId=cedc35131c6b7f59, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":27,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=363b30fa999c8e0c, timestamp=1516933279756000, }
{traceId=f9f0c85a1d119819, spanId=363b30fa999c8e0c, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=589def4b0c55a46a, timestamp=1516933279757000, }
{traceId=f9f0c85a1d119819, spanId=363b30fa999c8e0c, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":19,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=589def4b0c55a46a, timestamp=1516933279758000, }
{traceId=f9f0c85a1d119819, spanId=ceb6d41b7214acc3, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":20,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=589def4b0c55a46a, timestamp=1516933279760000, }
{traceId=f9f0c85a1d119819, spanId=ceb6d41b7214acc3, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":20,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":1,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=sr, parentId=589def4b0c55a46a, timestamp=1516933279763000, }
{traceId=f9f0c85a1d119819, spanId=54784dd74f641194, hostName=ts-seat-service, destName=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":20,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=ceb6d41b7214acc3, timestamp=1516933279765000, }
{traceId=f9f0c85a1d119819, spanId=54784dd74f641194, hostName=ts-travel-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":21,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getRouteByTripId, type=sr, parentId=ceb6d41b7214acc3, timestamp=1516933279766500, }
{traceId=f9f0c85a1d119819, spanId=53f7322499a35b8b, hostName=ts-travel-service, destName=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":22,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-route-service, event=ts-travel-service.TravelController.getRouteByTripId, type=cs, parentId=54784dd74f641194, timestamp=1516933279770500, }
{traceId=f9f0c85a1d119819, spanId=53f7322499a35b8b, hostName=ts-route-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":22,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":5,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, event=ts-route-service.RouteController.queryById, type=sr, parentId=54784dd74f641194, timestamp=1516933279773000, }
{traceId=f9f0c85a1d119819, spanId=53f7322499a35b8b, hostName=ts-route-service, destName=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":22,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":3,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":9,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=54784dd74f641194, timestamp=1516933279777000, }
