
=== TestCase8 case8\fail1\basic-1 Fail execution 1 ===
{traceId=732e6a06600f65b5, spanId=732e6a06600f65b5, hostName=ts-travel-service, srcName=null, src=null, host=ts-travel-service, clock={"ts-travel-service":1}, event=ts-travel-service.TravelController.query, type=sr, parentId=, timestamp=1516944720276000, }
{traceId=65fbd7db8a02654e, spanId=1a70ec95b6d2b81c, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":87,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":18,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":38,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=93091f4b0be97d0c, timestamp=1516944727806500, }
{traceId=65fbd7db8a02654e, spanId=c979ef6db6b8b4ee, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":88,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":18,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":38,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=93091f4b0be97d0c, timestamp=1516944727807500, }
{traceId=65fbd7db8a02654e, spanId=c979ef6db6b8b4ee, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":88,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":18,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":39,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=sr, parentId=93091f4b0be97d0c, timestamp=1516944727809500, }
{traceId=65fbd7db8a02654e, spanId=8a8cfaaf143352e2, hostName=ts-seat-service, destName=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":88,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":18,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":40,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=c979ef6db6b8b4ee, timestamp=1516944727811500, }
{traceId=65fbd7db8a02654e, spanId=8a8cfaaf143352e2, hostName=ts-travel-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":89,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":18,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":40,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getRouteByTripId, type=sr, parentId=c979ef6db6b8b4ee, timestamp=1516944727813000, }
{traceId=65fbd7db8a02654e, spanId=30b15902f8016e7e, hostName=ts-travel-service, destName=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":90,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":18,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":40,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-route-service, event=ts-travel-service.TravelController.getRouteByTripId, type=cs, parentId=8a8cfaaf143352e2, timestamp=1516944727815000, }
{traceId=65fbd7db8a02654e, spanId=30b15902f8016e7e, hostName=ts-route-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":90,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":19,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":40,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-route-service.RouteController.queryById, type=sr, parentId=8a8cfaaf143352e2, timestamp=1516944727816500, }
{traceId=65fbd7db8a02654e, spanId=30b15902f8016e7e, hostName=ts-route-service, destName=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":90,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":40,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=8a8cfaaf143352e2, timestamp=1516944727820500, }
{traceId=65fbd7db8a02654e, spanId=30b15902f8016e7e, hostName=ts-travel-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":91,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":40,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getRouteByTripId, type=cr, parentId=8a8cfaaf143352e2, timestamp=1516944727822000, }
{traceId=65fbd7db8a02654e, spanId=8a8cfaaf143352e2, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":92,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":40,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-travel-service.TravelController.getRouteByTripId, type=ss, parentId=c979ef6db6b8b4ee, timestamp=1516944727823000, }
{traceId=65fbd7db8a02654e, spanId=8a8cfaaf143352e2, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":92,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":41,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=c979ef6db6b8b4ee, timestamp=1516944727824500, }
{traceId=65fbd7db8a02654e, spanId=d3d1ba1cb2f5f3b4, hostName=ts-seat-service, destName=ts-order-service, host=ts-seat-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":92,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":42,"ts-order-service":20,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-order-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=c979ef6db6b8b4ee, timestamp=1516944727825500, }
{traceId=65fbd7db8a02654e, spanId=d3d1ba1cb2f5f3b4, hostName=ts-order-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-order-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":92,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":42,"ts-order-service":21,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-order-service.OrderController.getTicketListByDateAndTripId, type=sr, parentId=c979ef6db6b8b4ee, timestamp=1516944727827000, }
{traceId=65fbd7db8a02654e, spanId=d3d1ba1cb2f5f3b4, hostName=ts-order-service, destName=ts-seat-service, host=ts-order-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":92,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":42,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-order-service.OrderController.getTicketListByDateAndTripId, type=ss, parentId=c979ef6db6b8b4ee, timestamp=1516944727831000, }
{traceId=65fbd7db8a02654e, spanId=d3d1ba1cb2f5f3b4, hostName=ts-seat-service, srcName=ts-order-service, src=ts-order-service, host=ts-seat-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":92,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":43,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=c979ef6db6b8b4ee, timestamp=1516944727832500, }
{traceId=65fbd7db8a02654e, spanId=8eebb4d696c2a7df, hostName=ts-seat-service, destName=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":92,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":44,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=c979ef6db6b8b4ee, timestamp=1516944727833500, }
{traceId=65fbd7db8a02654e, spanId=8eebb4d696c2a7df, hostName=ts-travel-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":93,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":44,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=sr, parentId=c979ef6db6b8b4ee, timestamp=1516944727835000, }
{traceId=65fbd7db8a02654e, spanId=adbb029bbc487644, hostName=ts-travel-service, destName=ts-train-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":94,"ts-train-service":16,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":44,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-train-service, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=cs, parentId=8eebb4d696c2a7df, timestamp=1516944727846000, }
{traceId=65fbd7db8a02654e, spanId=adbb029bbc487644, hostName=ts-train-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-train-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":94,"ts-train-service":17,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":44,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-train-service.TrainController.retrieve, type=sr, parentId=8eebb4d696c2a7df, timestamp=1516944727847500, }
{traceId=65fbd7db8a02654e, spanId=adbb029bbc487644, hostName=ts-train-service, destName=ts-travel-service, host=ts-train-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":94,"ts-train-service":18,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":44,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-train-service.TrainController.retrieve, type=ss, parentId=8eebb4d696c2a7df, timestamp=1516944727852500, }
{traceId=65fbd7db8a02654e, spanId=adbb029bbc487644, hostName=ts-travel-service, srcName=ts-train-service, src=ts-train-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":95,"ts-train-service":18,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":44,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=cr, parentId=8eebb4d696c2a7df, timestamp=1516944727854000, }
{traceId=65fbd7db8a02654e, spanId=8eebb4d696c2a7df, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":96,"ts-train-service":18,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":44,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=ss, parentId=c979ef6db6b8b4ee, timestamp=1516944727855000, }
{traceId=65fbd7db8a02654e, spanId=8eebb4d696c2a7df, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":96,"ts-train-service":18,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":45,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=c979ef6db6b8b4ee, timestamp=1516944727856500, }
{traceId=65fbd7db8a02654e, spanId=b6e5ac72fdb5e7e4, hostName=ts-seat-service, destName=ts-config-service, host=ts-seat-service, clock={"ts-basic-service":112,"ts-config-service":6,"ts-price-service":6,"ts-travel-service":96,"ts-train-service":18,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":46,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-config-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=c979ef6db6b8b4ee, timestamp=1516944727857500, }
{traceId=65fbd7db8a02654e, spanId=b6e5ac72fdb5e7e4, hostName=ts-config-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-config-service, clock={"ts-basic-service":112,"ts-config-service":7,"ts-price-service":6,"ts-travel-service":96,"ts-train-service":18,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":46,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-config-service.ConfigController.query, type=sr, parentId=c979ef6db6b8b4ee, timestamp=1516944727860000, }
{traceId=65fbd7db8a02654e, spanId=b6e5ac72fdb5e7e4, hostName=ts-config-service, destName=ts-seat-service, host=ts-config-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":96,"ts-train-service":18,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":46,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-config-service.ConfigController.query, type=ss, parentId=c979ef6db6b8b4ee, timestamp=1516944727865000, }
{traceId=65fbd7db8a02654e, spanId=b6e5ac72fdb5e7e4, hostName=ts-seat-service, srcName=ts-config-service, src=ts-config-service, host=ts-seat-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":96,"ts-train-service":18,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":47,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=c979ef6db6b8b4ee, timestamp=1516944727867500, }
{traceId=65fbd7db8a02654e, spanId=c979ef6db6b8b4ee, hostName=ts-seat-service, destName=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":96,"ts-train-service":18,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=ss, parentId=93091f4b0be97d0c, timestamp=1516944727868500, }
{traceId=65fbd7db8a02654e, spanId=c979ef6db6b8b4ee, hostName=ts-travel-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":97,"ts-train-service":18,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=93091f4b0be97d0c, timestamp=1516944727870500, }
{traceId=65fbd7db8a02654e, spanId=f31dbb9177c25628, hostName=ts-travel-service, destName=ts-train-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":98,"ts-train-service":18,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-train-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=93091f4b0be97d0c, timestamp=1516944727871500, }
{traceId=65fbd7db8a02654e, spanId=f31dbb9177c25628, hostName=ts-train-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-train-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":98,"ts-train-service":19,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-train-service.TrainController.retrieve, type=sr, parentId=93091f4b0be97d0c, timestamp=1516944727873000, }
{traceId=65fbd7db8a02654e, spanId=f31dbb9177c25628, hostName=ts-train-service, destName=ts-travel-service, host=ts-train-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":98,"ts-train-service":20,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-train-service.TrainController.retrieve, type=ss, parentId=93091f4b0be97d0c, timestamp=1516944727877000, }
{traceId=65fbd7db8a02654e, spanId=f31dbb9177c25628, hostName=ts-travel-service, srcName=ts-train-service, src=ts-train-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":99,"ts-train-service":20,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=93091f4b0be97d0c, timestamp=1516944727878500, }
{traceId=65fbd7db8a02654e, spanId=93091f4b0be97d0c, hostName=ts-travel-service, destName=ts-preserve-service, host=ts-travel-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":100,"ts-train-service":20,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-preserve-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=ss, parentId=c56ecb544e2b894b, timestamp=1516944727882500, }
{traceId=65fbd7db8a02654e, spanId=93091f4b0be97d0c, hostName=ts-preserve-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-preserve-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":100,"ts-train-service":20,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":35,"ts-order-other-service":4}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=c56ecb544e2b894b, timestamp=1516944727884000, }
{traceId=65fbd7db8a02654e, spanId=6f19d4d0f0e27979, hostName=ts-preserve-service, destName=ts-station-service, host=ts-preserve-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":100,"ts-train-service":20,"ts-contacts-service":8,"ts-station-service":60,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":36,"ts-order-other-service":4}, dest=ts-station-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=c56ecb544e2b894b, timestamp=1516944727885000, }
{traceId=65fbd7db8a02654e, spanId=6f19d4d0f0e27979, hostName=ts-station-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-station-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":100,"ts-train-service":20,"ts-contacts-service":8,"ts-station-service":61,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":36,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=c56ecb544e2b894b, timestamp=1516944727894000, }
{traceId=65fbd7db8a02654e, spanId=6f19d4d0f0e27979, hostName=ts-station-service, destName=ts-preserve-service, host=ts-station-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":100,"ts-train-service":20,"ts-contacts-service":8,"ts-station-service":62,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":36,"ts-order-other-service":4}, dest=ts-preserve-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=c56ecb544e2b894b, timestamp=1516944727897000, }
{traceId=65fbd7db8a02654e, spanId=6f19d4d0f0e27979, hostName=ts-preserve-service, srcName=ts-station-service, src=ts-station-service, host=ts-preserve-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":100,"ts-train-service":20,"ts-contacts-service":8,"ts-station-service":62,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":37,"ts-order-other-service":4}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=c56ecb544e2b894b, timestamp=1516944727906000, }
{traceId=65fbd7db8a02654e, spanId=7e3d6b9106d49863, hostName=ts-preserve-service, destName=ts-station-service, host=ts-preserve-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":100,"ts-train-service":20,"ts-contacts-service":8,"ts-station-service":62,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":38,"ts-order-other-service":4}, dest=ts-station-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=c56ecb544e2b894b, timestamp=1516944727908000, }
{traceId=65fbd7db8a02654e, spanId=7e3d6b9106d49863, hostName=ts-station-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-station-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":100,"ts-train-service":20,"ts-contacts-service":8,"ts-station-service":63,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":38,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=c56ecb544e2b894b, timestamp=1516944727909500, }
{traceId=65fbd7db8a02654e, spanId=7e3d6b9106d49863, hostName=ts-station-service, destName=ts-preserve-service, host=ts-station-service, clock={"ts-basic-service":112,"ts-config-service":8,"ts-price-service":6,"ts-travel-service":100,"ts-train-service":20,"ts-contacts-service":8,"ts-station-service":64,"ts-route-service":20,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":76,"ts-seat-service":48,"ts-order-service":22,"ts-sso-service":12,"ts-preserve-service":38,"ts-order-other-service":4}, dest=ts-preserve-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=c56ecb544e2b894b, timestamp=1516944727911500, }
